playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense
43872,Mason White,S,0,0,,0,3,,OREGON ST,2,D01,25,16,0,0,1,2026,0,26.2,0,0,82,0,0,11,0,0,0,23.5,0,0,0,0,OREGON ST,1,0,0,0,,2,60,47.7,,73.8,0,265,25,0,0,1,0,14,0,0,7,0,0,
53418,James Camden,LB,2,0,,0,1,50,W MICHIGAN,2,D09,31,25,0,2,1,2026,1,42.2,4,1,48.8,0,0,17,0,0,0,67,0,0,0,0,W MICHIGAN,1,0,0,0,4,6,25,56.6,4,73.3,0,347,32,7,0,0,56.3,13,0,1,0,0,1,65.6
62235,Shaun Myers,LB,0,0,,0,0,,COLORADO,1,D40,1,0,0,0,1,2027,1,73,0,0,,0,0,0,0,0,0,64.3,1,0,0,0,COLORADO,1,0,0,0,,0,0,68.8,,68.2,0,143,2,0,0,0,0,2,1,0,0,0,1,
70521,Mister Williams,LB,2,0,,0,0,100,S DIEGO ST,4,D41,45,36,0,2,1,2026,2,81.1,3,2,64.6,0,0,26,0,0,0,70.8,1,0,0,0,S DIEGO ST,3,0,0,0,3,8,0,68.3,1.5,73.9,0,284,47,8,0,0,79.2,19,0,1,0,0,2,59.3
70644,Ben Florentine,DI,0,0,,0,0,,WYOMING,0,D94,1,1,1,43,1,2026,58,72.2,0,0,60,2,0,1,11,9,0,70.1,0,1,0,0,WYOMING,1,0,4,0,,0,0,71.6,,77.8,0,351,59,0,37,0,0,15,0,1,0,0,1,67
70831,Korey Foreman,ED,0,0,,0,0,,FRESNO ST,1,D00,0,0,0,9,1,2026,20,74.4,0,0,,1,0,0,0,0,0,71.7,0,0,0,0,FRESNO ST,1,0,1,0,,0,0,71.1,,75.5,0,169,20,0,0,0,0,11,0,1,0,0,20,60.8
70877,Calvin Pitcher,LB,1,0,,0,1,0,UAB,1,D06,10,8,0,1,1,2026,2,51.9,0,0,53.9,0,0,6,0,0,0,49.7,0,0,0,0,UAB,0,0,0,0,,2,33.3,47.7,,73.5,0,321,12,0,0,0,39.6,5,0,1,0,0,2,60
70946,Tate Romney,LB,0,0,,0,1,,ARIZONA ST,4,D24,16,16,0,2,1,2027,2,49.1,0,0,63.3,0,0,4,0,0,0,50.9,0,0,1,0,ARIZONA ST,2,0,0,0,,0,20,44.7,,0,0,110,18,0,0,0,0,12,0,0,0,0,2,57.1
71370,Domani Jackson,CB,2,0,2026,0,1,50,ALABAMA,3,D01,22,0,0,0,1,2026,0,60.1,25,1,49.5,0,0,17,0,0,0,58.5,21,0,0,0,ALABAMA,0,0,0,0,25,0,25,50,25,73.6,0,103,22,2,0,0,95.8,5,0,0,1,0,0,
71398,Keanu Tanuvasa,DI,0,0,,0,0,,BYU,0,D57,0,0,0,8,1,2027,15,,0,0,,0,0,0,2,8,0,56.8,0,0,1,0,BYU,0,0,0,0,,0,,46.6,,0,0,128,15,0,5,0,0,7,0,0,0,0,0,63
