playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense
43872,Mason White,S,1,0,,0,0,100,OREGON ST,3,D01,17,8,0,0,1,2026,0,79.8,18,1,69.1,0,0,7,0,0,0,42.1,0,0,0,0,OREGON ST,0,0,0,0,18,6,0,57.9,18,72.3,0,265,17,8,0,0,118.8,10,0,0,3,0,0,
53418,James Camden,LB,2,0,,0,0,50,W MICHIGAN,5,D09,50,42,0,7,1,2026,4,81.3,3,1,71.7,0,0,32,0,0,0,78,0,0,0,0,W MICHIGAN,2,0,0,0,3,8,0,74.4,3,75.9,0,347,54,2,0,0,56.3,15,0,0,0,0,4,52.6
62235,Shaun Myers,LB,2,0,,0,2,0,COLORADO,3,D40,48,46,0,4,1,2027,1,42.7,0,0,76.4,0,0,10,0,0,0,70.1,0,0,0,0,COLORADO,3,0,0,0,,2,40,75.7,,75,0,143,49,0,0,1,39.6,35,0,0,0,0,1,57.1
70521,Mister Williams,LB,3,0,,0,0,66.7,S DIEGO ST,4,D41,61,56,0,6,1,2026,2,79.2,35,2,48.8,1,0,34,0,0,0,58,0,0,0,0,S DIEGO ST,3,0,1,0,25,5,0,54.1,17.5,74.5,0,284,63,24,0,0,145.8,23,0,0,0,1,2,72.9
70644,Ben Florentine,DI,0,0,,0,1,,WYOMING,3,D94,0,0,0,17,1,2026,36,51.2,0,0,60,3,0,0,3,6,0,87.1,0,0,0,0,WYOMING,3,0,3,0,,0,20,75.8,,76.4,0,351,36,0,26,0,0,19,0,1,0,0,1,56
70831,Korey Foreman,ED,0,0,,0,1,,FRESNO ST,1,D00,0,0,0,18,1,2026,29,32,0,0,68,0,0,4,0,0,0,62.8,0,1,1,0,FRESNO ST,1,1,1,0,,0,50,68.7,,0,0,169,29,0,0,1,0,7,0,0,0,0,29,71.1
70877,Calvin Pitcher,LB,1,0,,0,0,0,UAB,3,D06,18,18,0,0,1,2026,0,78.1,0,0,78.1,1,0,7,0,0,0,58.4,0,0,0,0,UAB,1,0,1,0,,0,0,74.3,,72.3,0,321,18,0,0,1,39.6,11,0,0,0,0,0,
70946,Tate Romney,LB,0,0,,0,0,,ARIZONA ST,0,D24,7,6,0,2,1,2027,3,,0,0,60,0,0,1,0,0,0,49.2,0,0,0,0,ARIZONA ST,0,0,0,0,,1,,48.3,,73.9,0,110,10,0,0,0,0,7,0,0,0,0,3,57.6
71370,Domani Jackson,CB,0,0,2026,0,0,,ALABAMA,1,D01,7,0,0,0,1,2026,0,74.2,0,0,65.2,0,0,7,0,0,0,,7,0,0,0,ALABAMA,0,0,0,0,,0,0,65.7,,69.7,0,103,7,0,0,0,0,0,0,0,0,0,0,
71398,Keanu Tanuvasa,DI,0,0,,0,0,,BYU,0,D57,0,0,0,27,1,2027,41,69.7,0,0,,3,0,0,3,20,0,53.9,0,0,0,0,BYU,0,0,3,0,,0,0,55.3,,76.3,0,128,41,0,18,0,0,14,0,1,0,0,0,58
72089,DJ Harvey,CB,2,0,,0,1,50,USC,0,D02,14,1,0,0,1,2026,0,27.9,24,1,68,0,0,14,0,0,0,,13,0,0,0,USC,0,0,0,0,24,0,50,68.4,24,72.3,0,326,14,7,0,1,93.8,0,0,1,0,0,0,
72318,Solomone Langi,DI,0,0,,0,1,,S JOSE ST,1,D51,0,0,0,3,1,2028,22,23.1,0,0,,0,0,0,1,2,0,47.7,0,0,0,0,S JOSE ST,1,0,0,0,,0,50,47.5,,73.8,0,285,22,0,19,0,0,19,1,0,0,0,0,59.1
72338,Raider Damuni,S,4,0,,0,0,50,BYU,2,D03,36,12,0,0,1,2028,0,78.6,37,2,69.8,0,0,28,0,0,1,60,0,0,0,0,BYU,2,0,0,0,33,8,0,68.3,18.5,74.3,0,128,36,40,0,1,121.9,8,0,0,16,1,0,
72388,Justin Flowe,LB,0,0,,0,0,,UNLV,0,D36,2,2,0,0,1,2027,0,,0,0,60,0,0,1,0,0,0,60,0,0,0,0,UNLV,0,0,0,0,,0,,62.3,,65.9,0,325,2,0,0,0,0,1,0,0,0,0,0,
72538,Jadon Pearson,LB,1,0,,0,0,100,FRESNO ST,4,D39,52,49,0,6,1,2026,4,79.9,2,1,68,0,0,36,0,0,0,68.8,0,1,0,0,FRESNO ST,1,0,1,0,2,3,0,70.5,2,76.9,0,169,56,8,0,0,79.2,14,0,0,0,0,4,61.7
73389,Marco Notarainni,LB,2,0,,0,2,100,BOISE ST,0,D53,65,60,0,14,1,2026,6,20.9,30,2,62.7,4,0,28,0,0,0,45.7,0,0,0,0,BOISE ST,0,0,4,0,18,5,100,49.7,15,76.9,0,120,71,35,0,1,118.8,29,0,0,0,0,6,46.1
73609,Trent Whalen,LB,0,0,,0,0,,ARKANSAS,0,D26,1,1,0,0,1,2026,0,,0,0,,0,0,0,0,0,0,60,0,0,0,0,ARKANSAS,0,0,0,0,,0,,60,,61.7,0,111,1,0,0,0,0,1,0,0,0,0,0,
74152,Ryan Quintanar,LB,1,0,,0,1,100,USC,0,D51,5,3,0,3,1,2026,1,19.3,5,1,35.7,1,0,3,0,0,0,,0,0,0,0,USC,0,0,1,0,5,2,100,30.5,5,68.2,0,326,6,3,0,0,87.5,0,0,0,0,0,1,56
74258,Justin Sinclair,S,3,0,,0,0,33.3,HAWAII,1,D21,30,15,0,0,1,2026,1,74.8,7,1,60.9,0,0,20,0,0,0,62,0,0,0,0,HAWAII,0,0,0,0,7,7,0,61.8,7,74.8,0,180,31,1,0,0,42.4,11,0,0,8,0,1,
74395,Zion Branch,S,1,0,,0,1,100,GEORGIA,3,D02,20,3,0,0,1,2027,0,49.4,-1,1,64,0,0,11,0,0,0,67.4,0,0,0,0,GEORGIA,3,0,0,0,-1,5,25,66.8,-1,74.6,0,173,20,5,0,0,79.2,9,1,0,12,0,0,
