playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,gradesPassRushDefense,snapCountsFs,touchdowns,snapCountsDlOutsideT
53549,DeShawn Pace,LB,8,0,,0,1,87.5,UCF,4,D03,54,8,0,6,1,2025,3,54,81,7,54.8,1,0,34,0,0,0,49.6,1,0,0,0,UCF,2,0,1,0,30,44,20,51.6,11.6,78,0,323,57,59,0,0,108.9,17,0,0,51.6,1,0,3
53981,Iesa Jarmon,CB,1,0,,0,1,100,AKRON,1,D12,10,0,0,0,1,2027,0,43.3,7,1,64.4,0,0,3,0,0,0,52,10,0,0,0,AKRON,0,0,0,0,7,0,50,59.5,7,70.9,0,102,10,2,0,0,95.8,7,0,0,,0,0,0
54193,Jaheim Thomas,LB,1,0,2026,0,0,0,WISCONSIN,0,D07,7,7,0,0,1,2025,0,,0,0,50.2,0,0,3,0,0,0,35.2,0,0,0,0,WISCONSIN,0,0,0,0,,0,,28,,70,0,349,7,0,0,0,39.6,4,0,0,,0,0,0
62494,Alex Howard,LB,0,0,,0,0,,DUKE,1,D03,7,5,0,0,1,2025,0,77,0,0,61.6,0,0,3,0,0,0,73.2,0,0,0,0,DUKE,0,0,0,0,,2,0,72.6,,69.7,0,154,7,0,0,0,0,4,0,1,,0,0,0
62724,Barry Brown,LB,1,0,,0,0,100,COAST CAR,4,D35,20,20,0,0,1,2025,0,79.8,7,1,62.8,0,0,2,0,0,0,53.5,0,0,0,0,COAST CAR,1,0,0,0,7,0,0,56.1,7,71.4,0,141,20,8,0,0,95.8,18,0,1,,0,0,0
66298,Ty Hamilton,DI,0,0,2025,0,0,,OHIO STATE,1,D58,1,1,0,26,1,2025,48,70.2,0,0,,3,0,0,1,1,0,70.6,0,0,0,0,OHIO STATE,1,0,3,0,,0,0,76.6,,76,0,260,49,0,46,0,0,23,0,0,74,0,0,0
70644,Ben Florentine,DI,0,0,,0,0,,WYOMING,1,D94,1,1,0,23,1,2026,36,69.7,0,0,,0,0,0,0,0,0,64.6,0,0,1,0,WYOMING,1,1,0,0,,0,0,61.4,,74.6,0,351,37,0,36,0,0,14,0,0,56.2,0,0,0
70831,Korey Foreman,ED,0,0,,0,1,,FRESNO ST,0,D00,0,0,0,22,1,2026,39,29.9,0,0,61,1,0,5,0,0,0,50.8,0,0,0,0,FRESNO ST,0,0,1,0,,0,50,50.7,,78.2,0,169,39,0,0,0,0,12,0,1,51.9,0,0,39
70879,Tuasivi Nomura,LB,5,0,2025,0,0,80,FRESNO ST,7,D08,54,48,0,17,1,2025,4,82.3,23,4,78.3,1,0,28,0,0,0,53,0,0,2,0,FRESNO ST,5,0,1,0,9,6,0,64.6,5.8,0,0,169,58,10,0,2,85.8,13,1,0,53.3,0,0,4
71322,Keyon Ware-Hudson,DI,0,0,,0,0,,OREGON,1,D95,0,0,0,5,1,2025,9,72.6,0,0,60,0,0,0,5,0,0,67.2,0,0,0,0,OREGON,1,0,0,0,,0,0,66.8,,70.6,0,264,9,0,4,0,0,4,0,1,56.9,0,0,0
