playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense
43872,Mason White,CB,0,0,,0,1,,OREGON ST,2,D01,63,21,0,0,1,2026,3,57.6,0,0,64.3,0,0,8,0,0,0,76.1,42,0,0,0,OREGON ST,1,0,0,0,,0,16.7,71.8,,75.4,0,265,66,0,0,0,0,58,1,3,0,0,3,
52925,Zaid Hamdan,DI,0,0,,0,0,,KENT STATE,2,D57,0,0,0,12,1,2025,39,72.2,0,0,,0,0,0,6,1,0,42.6,0,0,0,0,KENT STATE,1,0,0,0,,0,0,45.3,,75.4,0,201,39,0,32,0,0,27,0,0,0,0,0,60.3
53572,Eric Phillips,ED,0,0,,0,0,,CINCINNATI,1,D97,0,0,0,22,1,2025,43,74,0,0,,1,0,0,15,0,0,62.5,0,0,0,0,CINCINNATI,1,0,1,0,,0,0,62.8,,76.5,0,138,43,0,4,0,0,21,0,1,0,0,24,60.7
54193,Jaheim Thomas,LB,0,0,2026,0,0,,WISCONSIN,0,D07,10,9,0,0,1,2025,0,,0,0,62,0,0,5,0,0,0,62.9,0,0,0,0,WISCONSIN,0,0,0,0,,1,,65.1,,71.6,0,349,10,0,0,0,0,5,0,0,0,0,0,
54240,Cheikhsaliou Fall,ED,0,0,,0,0,,CAL,0,D17,0,0,0,25,1,2025,33,72.2,0,0,,0,0,0,11,0,0,55.9,0,0,2,0,CAL,0,1,0,0,,0,0,40,,0,0,130,33,0,3,0,0,8,0,1,0,0,19,54.6
55516,Malik Denkins,ED,0,0,,0,0,,C MICHIGAN,0,D81,0,0,0,3,1,2027,7,71.1,0,0,,0,0,0,0,0,0,66.3,0,0,0,0,C MICHIGAN,0,0,0,0,,0,0,66.2,,71.1,0,134,7,0,0,0,0,4,0,1,0,0,7,57.5
62277,Jaiden Cameron,ED,0,0,,0,0,,NWESTERN,1,D53,0,0,0,6,1,2025,15,71.1,0,0,,1,0,0,5,0,0,43.8,0,0,0,0,NWESTERN,1,0,1,0,,0,0,48.2,,72.5,0,256,15,0,0,0,0,9,0,0,0,0,10,65
62724,Barry Brown,LB,0,0,,0,1,,COAST CAR,3,D35,31,30,0,3,1,2025,0,60,0,0,64.2,0,0,12,0,0,0,76.9,0,1,0,0,COAST CAR,3,0,1,0,,1,14.3,77.3,,73.1,0,141,31,0,0,0,0,16,1,3,0,0,0,68.6
63872,Kam Butler,ED,0,0,,0,1,,VIRGINIA,2,D82,0,0,0,39,1,2025,71,54.7,0,0,60.5,3,0,1,1,0,0,53.5,0,0,0,0,VIRGINIA,1,0,3,0,,0,20,61.2,,79.4,0,335,71,0,6,0,0,31,0,2,0,0,64,66.9
66051,Josh Minkins,S,1,0,2025,0,0,100,CINCINNATI,3,D00,45,25,0,0,1,2025,0,80.7,26,1,59.1,0,0,26,0,0,1,71,0,0,0,0,CINCINNATI,1,0,0,0,26,10,0,63.8,26,75.4,0,138,45,8,0,0,158.3,19,0,1,10,1,0,
