playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense
43872,Mason White,CB,3,0,,0,1,100,OREGON ST,3,D01,19,4,0,0,1,2026,0,54.5,16,3,66,0,0,10,0,0,0,54.5,9,0,0,0,OREGON ST,0,0,0,0,9,6,25,63.2,5.3,72.3,0,265,19,8,0,0,88.9,9,0,0,0,0,0,
52348,Noah Taylor,LB,0,0,,0,0,,NWESTERN,0,D38,1,0,0,0,1,2026,1,,0,0,,0,0,0,0,0,0,60,0,0,0,0,NWESTERN,0,0,0,0,,1,,46.9,,68.6,0,256,2,0,0,0,0,2,0,0,0,0,1,
52925,Zaid Hamdan,DI,0,0,,0,0,,KENT STATE,1,D57,0,0,0,14,1,2025,29,74,0,0,,0,0,0,5,1,0,67.9,0,1,0,0,KENT STATE,1,0,1,0,,0,0,75.4,,74.5,0,201,29,0,23,0,0,15,0,1,0,0,0,75.6
53549,DeShawn Pace,LB,4,0,,0,1,50,UCF,5,D03,66,30,0,5,1,2025,15,68.2,28,2,59.6,1,0,46,0,0,0,61.2,2,0,0,0,UCF,2,0,1,0,16,34,14.3,58.5,14,77.7,0,323,81,5,0,1,72.9,30,1,1,0,0,15,47.7
53572,Eric Phillips,ED,0,0,,0,0,,CINCINNATI,1,D97,0,0,0,19,1,2025,40,73.5,0,0,,3,0,0,20,0,0,61,0,1,0,0,CINCINNATI,1,0,4,0,,0,0,75,,76.6,0,138,40,0,1,0,0,21,0,1,0,0,19,82.6
54193,Jaheim Thomas,LB,1,0,2026,0,1,100,WISCONSIN,6,D07,44,44,0,4,1,2025,1,67.3,6,1,43.5,1,0,19,0,0,0,84.3,0,0,0,0,WISCONSIN,4,0,1,0,6,0,10,66.3,6,74.6,0,349,45,7,0,0,91.7,22,0,3,0,0,1,62.7
54240,Cheikhsaliou Fall,ED,0,0,,0,0,,CAL,1,D17,0,0,1,15,1,2025,24,73.5,0,0,,0,0,0,10,0,0,52.6,0,1,0,0,CAL,2,0,2,0,,0,0,54.5,,75.1,0,130,24,0,3,0,0,9,0,0,0,0,11,59.3
62277,Jaiden Cameron,ED,0,0,,0,1,,NWESTERN,0,D53,0,0,0,0,1,2025,7,17.6,0,0,,0,0,0,1,0,0,37.1,0,0,0,0,NWESTERN,0,0,0,0,,0,100,32.2,,70.7,0,256,7,0,0,0,0,7,0,0,0,0,6,
62494,Alex Howard,LB,0,0,,0,0,,DUKE,2,D03,45,41,2,7,1,2025,7,80.4,0,0,65.7,0,0,19,0,0,0,49.9,0,0,0,0,DUKE,2,0,2,0,,4,0,61,,76.9,0,154,52,0,0,0,0,26,0,2,0,0,7,68.2
62724,Barry Brown,LB,2,0,,0,0,100,COAST CAR,3,D35,21,20,0,1,1,2025,0,77.5,8,2,74.1,0,0,7,0,0,0,71.5,0,0,1,0,COAST CAR,1,0,0,0,5,1,0,70.2,4,0,0,141,21,6,0,0,83.3,13,0,0,0,0,0,59.8
63872,Kam Butler,ED,1,0,,0,1,100,VIRGINIA,2,D82,0,0,0,31,1,2025,63,58.1,4,1,58.4,2,0,4,7,0,0,78.4,0,0,0,0,VIRGINIA,0,0,2,0,4,0,16.7,68.9,4,78.7,0,335,63,9,1,0,83.3,28,0,3,0,0,55,57.4
66051,Josh Minkins,S,0,0,2025,0,2,,CINCINNATI,1,D00,45,23,0,0,1,2025,2,22.4,0,0,66.8,0,0,25,0,0,0,40.5,0,0,0,0,CINCINNATI,0,0,0,0,,12,66.7,57.1,,77.3,0,138,47,0,0,0,0,22,0,0,10,0,2,
70644,Ben Florentine,DI,0,0,,0,0,,WYOMING,0,D94,0,0,0,27,1,2026,34,,0,0,,0,0,0,3,10,0,64.7,0,0,0,0,WYOMING,0,0,0,0,,0,,58.3,,75.6,0,351,34,0,21,0,0,7,0,0,0,0,0,53.9
