playerId,player,position,assists,declinedPenalties,draftSeason,eligibleSeason,franchiseId,gradesMiscSt,gradesSpecialTeamsPenalty,jerseyNumber,missedTackles,penalties,playerGameCount,snapCountsFieldGoal,snapCountsFieldGoalBlocking,snapCountsKickoff,snapCountsKickoffReturn,snapCountsPuntCoverage,snapCountsPuntReturn,tackles,team,teamName,totalSnaps,gradesFgepDefense,gradesFgepOffense,gradesKickReturn,gradesKickoffKicker,gradesLongSnap,gradesPuntReturn,gradesPunter,gradesFgepKicker
78573,Solomon Vanhorse,HB,0,0,,2026,190,60.9,69,18,0,0,1,0,0,0,4,0,4,0,INDIANA,INDIANA,8,,,,,,,,
97751,Mohamed Toure,LB,0,0,,2027,220,60.4,62.9,D01,0,0,1,0,5,0,0,0,1,0,MIAMI FL,MIAMI FL,6,59.8,,,,,,,
100615,Briton Allen,S,0,0,,2026,220,61,66.9,D40,0,0,1,0,0,4,0,0,0,0,MIAMI FL,MIAMI FL,4,,,,,,,,
122655,Dominique Ratcliff,DI,0,0,,2026,190,60,65.7,D91,0,0,1,0,1,0,0,0,2,0,INDIANA,INDIANA,3,59.6,,,,,,,
122855,Devan Boykin,S,0,0,2026,2026,190,82,66,D12,0,0,1,0,0,6,0,5,0,1,INDIANA,INDIANA,11,,,,,,,,
123427,Akheem Mesidor,ED,0,0,2026,2026,220,60.3,64.2,D03,0,0,1,0,4,0,0,0,0,0,MIAMI FL,MIAMI FL,4,60.1,,,,,,,
129434,Kahlil Benson,T,0,0,2026,2026,190,61.7,66.8,67,0,0,1,5,0,0,0,0,0,0,INDIANA,INDIANA,5,,60.3,,,,,,
129928,Riley Nowakowski,TE,0,0,2026,2026,190,60.7,65,37,0,0,1,5,0,0,4,5,0,0,INDIANA,INDIANA,14,,60,,,,,,
130512,James Bomba,TE,0,0,,2026,190,61.2,67,48,0,0,1,5,0,0,4,0,0,0,INDIANA,INDIANA,9,,60,,,,,,
138455,Mikail Kamara,ED,0,0,2026,2026,190,91.8,65.2,D06,0,0,1,0,4,0,0,5,2,0,INDIANA,INDIANA,11,59.9,,,,,,,
143948,Ryan Rodriguez,C,0,0,,2027,220,60.8,60.5,76,0,0,1,4,0,0,0,0,0,0,MIAMI FL,MIAMI FL,4,,60,,,,,,
143952,Chase Smith,LB,0,0,,2027,220,50.8,69.7,D41,0,0,1,0,2,3,6,6,4,0,MIAMI FL,MIAMI FL,21,60,,,,,,,
144145,Jaylin Alderman,LB,0,0,,2026,220,60,63.7,D21,0,0,1,0,0,1,0,0,0,0,MIAMI FL,MIAMI FL,1,,,,,,,,
144891,Roman Hemby,HB,0,0,2026,2026,190,60,62,01,0,0,1,0,0,0,4,0,0,0,INDIANA,INDIANA,4,,,58.2,,,,,
145030,Brendan Franke,K,0,0,,2026,190,60,67,S35,0,0,1,0,0,3,0,0,0,0,INDIANA,INDIANA,3,,,,61.3,,,,
145062,Zen Michalski,T,0,0,,2026,190,60.9,61.9,75,0,0,1,5,0,0,0,0,0,0,INDIANA,INDIANA,5,,60,,,,,,
145309,Jakobe Thomas,S,0,0,2026,2026,220,61.6,64.5,D08,0,0,1,0,5,0,0,0,3,0,MIAMI FL,MIAMI FL,8,60,,,,,,,
146255,Isaiah Taylor,CB,0,0,,2027,220,70.7,65.5,D28,0,0,1,0,0,0,6,0,0,0,MIAMI FL,MIAMI FL,6,,,,,,,,
147135,Mark Langston,LS,0,0,2026,2026,190,58.1,63.5,S47,1,0,1,5,0,0,0,5,0,0,INDIANA,INDIANA,10,,61.6,,,81.1,,,
147370,Keelan Marion,WR,0,0,2026,2026,220,60,62.3,00,0,0,1,0,0,0,6,0,0,0,MIAMI FL,MIAMI FL,6,,,58.6,,,,,
156333,Nick Kelly,S,0,0,,2027,220,61.1,67.9,D36,0,0,1,0,0,4,0,0,0,0,MIAMI FL,MIAMI FL,4,,,,,,,,
156341,Wesley Bissainthe,LB,0,0,2026,2026,220,60.3,64.6,D31,0,0,1,0,3,0,0,2,1,0,MIAMI FL,MIAMI FL,6,60,,,,,,,
156360,Ryland Gandy,CB,0,0,,2027,190,55.3,69.4,D10,0,0,1,0,0,0,0,5,4,0,INDIANA,INDIANA,9,,,,,,,,
156399,Carter Smith,T,0,0,,2027,190,61.5,67.8,65,0,0,1,5,0,0,0,0,0,0,INDIANA,INDIANA,5,,60,,,,,,
156401,Bray Lynch,G,0,0,,2027,190,61.6,62.1,74,0,0,1,5,0,0,0,0,0,0,INDIANA,INDIANA,5,,60.8,,,,,,
156405,Kaiden Turner,LB,0,0,,2027,190,61.4,66.4,D14,0,0,1,0,0,0,0,0,4,0,INDIANA,INDIANA,4,,,,,,,,
156408,Jamari Sharpe,CB,0,0,,2027,190,61.2,67.8,D22,0,0,1,0,4,0,0,0,2,0,INDIANA,INDIANA,6,60,,,,,,,
156409,Isaiah Jones,LB,0,0,,2027,190,73.8,67.8,D46,0,0,1,0,4,6,0,5,2,0,INDIANA,INDIANA,17,60,,,,,,,
156415,Louis Moore,S,0,0,2026,2026,190,50.8,66.9,D07,1,0,1,0,4,3,4,0,0,0,INDIANA,INDIANA,11,60.1,,,,,,,
156725,Aiden Fisher,LB,0,0,2026,2026,190,48.8,66,D04,1,0,1,0,4,0,0,5,2,0,INDIANA,INDIANA,11,60,,,,,,,
156729,Tyrique Tucker,DI,0,0,,2027,190,61.2,64.7,D95,0,0,1,0,3,0,0,0,2,0,INDIANA,INDIANA,5,60.1,,,,,,,
156940,Jonathan Brady,WR,0,0,2026,2026,190,60,64.1,00,0,0,1,0,0,0,0,0,6,0,INDIANA,INDIANA,6,,,,,,63.2,,
156971,Holden Staes,TE,0,0,,2026,190,60.1,66,19,0,0,1,0,0,0,4,0,0,0,INDIANA,INDIANA,4,,,,,,,,
157976,Adam Booker,LS,0,0,,2027,220,66.2,63.7,S46,0,0,1,4,0,0,0,6,0,0,MIAMI FL,MIAMI FL,10,,60,,,82.1,,,
158407,Alex Bauman,TE,0,0,,2026,220,79.8,66.6,87,0,0,1,4,0,0,6,6,0,0,MIAMI FL,MIAMI FL,16,,60,,,,,,
158448,Mitch McCarthy,P,0,0,,2026,190,60.9,66.2,S44,0,0,1,5,0,0,0,5,0,0,INDIANA,INDIANA,10,,60,,,,,56.8,
162732,Anez Cooper,G,0,0,2026,2026,220,61.4,62,73,0,0,1,4,0,0,0,0,0,0,MIAMI FL,MIAMI FL,4,,60,,,,,,
162736,Matthew McCoy,G,0,0,,2027,220,61.2,67.2,78,0,0,1,4,0,0,0,0,0,0,MIAMI FL,MIAMI FL,4,,60,,,,,,
162737,Ahmad Moten Sr.,DI,0,0,,2027,220,59.9,64.7,D99,0,0,1,0,5,0,0,0,0,0,MIAMI FL,MIAMI FL,5,59.6,,,,,,,
162930,Carter Davis,K,0,0,,2026,220,60,66.9,S38,0,0,1,4,0,4,0,0,0,0,MIAMI FL,MIAMI FL,8,,,,71.5,,,,59.2
163058,Hosea Wheeler,DI,0,0,,2027,190,59.3,63.6,D00,0,0,1,0,4,0,0,0,0,0,INDIANA,INDIANA,4,59.2,,,,,,,
163644,Keionte Scott,CB,0,0,2026,2026,220,60.3,64.5,D00,0,0,1,0,5,0,0,0,1,0,MIAMI FL,MIAMI FL,6,59.9,,,,,,,
170082,Rueben Bain Jr.,ED,0,0,2026,2026,220,59.9,62.8,D04,0,0,1,0,4,0,0,0,0,0,MIAMI FL,MIAMI FL,4,59.7,,,,,,,
170087,Dylan Joyce,P,0,0,,2028,220,60.9,66.9,S94,0,0,1,4,0,0,0,6,0,0,MIAMI FL,MIAMI FL,10,,60,,,,,71.2,
170088,Francis Mauigoa,T,0,0,2026,2026,220,61.4,66.3,61,0,0,1,4,0,0,0,0,0,0,MIAMI FL,MIAMI FL,4,,60,,,,,,
170089,Samson Okunlola,G,0,0,,2028,220,60.6,61.7,63,0,0,1,4,0,0,0,0,0,0,MIAMI FL,MIAMI FL,4,,60,,,,,,
170366,Kamal Bonner,LB,0,0,,2028,220,59.3,68.3,D32,0,0,1,0,0,4,6,0,0,0,MIAMI FL,MIAMI FL,10,,,,,,,,
170434,Zechariah Poyser,S,0,0,,2028,220,60.3,62.1,D07,0,0,1,0,5,0,0,0,1,0,MIAMI FL,MIAMI FL,6,59.8,,,,,,,
170449,David Blay Jr.,DI,0,0,2026,2026,220,60.2,64.1,D11,0,0,1,0,2,0,0,0,1,0,MIAMI FL,MIAMI FL,3,59.5,,,,,,,
172259,D'Angelo Ponds,CB,0,0,2026,2026,190,61,66.7,D05,0,0,1,0,4,0,0,0,2,0,INDIANA,INDIANA,6,60,,,,,,,
173381,Amare Ferrell,S,0,0,,2028,190,62.1,68.2,D01,0,0,1,0,4,6,0,0,2,0,INDIANA,INDIANA,12,60,,,,,,,
173390,Jeff Utzinger,LB,0,0,,2027,190,77.1,67.5,D34,0,0,1,0,0,6,4,5,4,2,INDIANA,INDIANA,19,,,,,,,,
174409,CharMar Brown,HB,0,0,,2028,220,46.7,70.3,06,0,0,1,0,0,0,6,5,4,0,MIAMI FL,MIAMI FL,15,,,,,,,,
