playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,gradesPassRushDefense,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesCoverageDefense
54240,Cheikhsaliou Fall,ED,0,0,,0,0,,CAL,0,D17,0,0,0,9,1,2025,30,74.5,0,0,0,0,0,7,0,0,57.9,0,0,0,0,CAL,0,0,0,0,,0,0,56.8,,77.3,0,130,30,0,0,0,0,21,0,2,55.8,0,0,23,
62494,Alex Howard,LB,5,0,,0,1,80,DUKE,7,D03,48,46,0,6,1,2025,5,60.8,30,4,1,0,27,0,0,0,43,0,2,0,0,DUKE,4,0,3,0,18,2,12.5,67.8,7.5,75.7,0,154,53,8,0,1,91.7,20,1,0,72.3,0,0,5,78.7
62724,Barry Brown,LB,6,0,,0,3,66.7,COAST CAR,5,D35,62,56,0,8,1,2025,2,29,39,4,0,0,29,0,0,0,49.5,0,0,1,0,COAST CAR,3,1,0,0,28,6,37.5,49.7,9.8,0,0,141,64,38,0,0,84.7,27,0,0,69.1,0,0,2,54.6
66298,Ty Hamilton,DI,0,0,2025,0,0,,OHIO STATE,1,D58,0,0,0,38,1,2025,54,71.9,0,0,1,0,0,4,5,0,64.8,0,0,0,0,OHIO STATE,1,0,1,0,,0,0,57.8,,76.3,0,260,54,0,45,0,0,16,1,1,52.4,0,0,0,
70831,Korey Foreman,ED,0,0,,0,0,,FRESNO ST,4,D00,0,0,0,22,1,2026,38,76.6,0,0,2,0,1,0,0,0,65.2,0,1,1,0,FRESNO ST,3,0,3,0,,0,0,66.3,,0,0,169,38,0,0,0,0,15,1,0,64.7,0,0,38,65.8
70879,Tuasivi Nomura,LB,3,0,2025,0,1,100,FRESNO ST,12,D08,73,70,0,6,1,2025,6,77,31,3,1,0,37,0,0,0,78.2,0,0,0,0,FRESNO ST,8,0,1,0,20,3,7.1,74,10.3,77.3,0,169,79,14,0,0,109.7,36,1,1,53.3,0,0,6,67.1
71322,Keyon Ware-Hudson,DI,0,0,,0,0,,OREGON,0,D95,0,0,0,3,1,2025,9,,0,0,0,0,0,0,1,0,64.6,0,0,0,0,OREGON,0,0,0,0,,0,,65.5,,71.1,0,264,9,0,8,0,0,6,0,0,59.5,0,0,0,
71370,Domani Jackson,CB,3,0,2026,0,5,100,ALABAMA,2,D01,66,10,0,1,1,2026,1,22,27,3,0,0,19,0,0,0,36.7,51,0,0,0,ALABAMA,2,0,0,0,15,1,71.4,43.1,9,76.6,0,103,67,16,0,0,104.2,47,0,0,58.3,4,0,1,49.4
71406,Akili Arnold,S,4,0,,0,2,100,USC,3,D00,66,16,0,0,1,2025,0,50.5,57,4,0,1,43,0,0,0,59.6,1,0,0,0,USC,0,0,0,0,36,18,28.6,55.8,14.3,77.1,0,326,66,28,0,0,118.8,23,0,2,,31,1,0,54.8
71410,Easton Mascarenas-Arnold,LB,3,0,2025,0,1,66.7,USC,5,D04,41,38,0,0,1,2025,2,58.2,21,2,0,0,28,0,0,0,76.5,0,0,0,0,USC,3,0,0,0,15,2,14.3,66.1,10.5,76.5,0,326,43,22,0,1,86.8,15,0,1,,1,0,2,57.8
71443,Mavin Anderson,WR,0,0,,0,0,,CAL,0,11,1,0,0,1,1,2026,0,,0,0,0,0,0,0,0,0,,0,0,0,0,CAL,0,0,0,0,,0,,60,,60,0,130,1,0,0,0,0,0,0,0,60,0,0,0,
71674,Silas Bolden,WR,0,0,2025,0,0,,TEXAS,0,11,1,0,0,0,1,2025,0,,0,0,0,0,1,0,0,0,,0,0,0,0,TEXAS,0,0,0,0,,0,,62.4,,60,0,311,1,0,0,0,0,0,0,0,,0,0,0,60
71957,Sheldon Newton,DI,0,0,,0,0,,BOISE ST,1,D09,1,1,0,8,1,2025,16,69.7,0,0,0,0,0,0,3,0,29.4,0,0,0,0,BOISE ST,1,0,0,0,,0,0,30.1,,73.4,0,120,17,0,13,0,0,9,0,0,56.6,0,0,0,
72332,Kamren Fabiculanan,S,2,0,,0,3,50,WASHINGTON,2,D13,45,11,0,2,1,2025,2,26.9,9,1,1,0,20,0,0,0,53.1,0,0,0,0,WASHINGTON,2,0,1,0,9,15,50,55.8,9,77.7,0,340,47,7,0,0,102.1,25,0,1,56.9,19,1,2,58.8
72338,Raider Damuni,S,3,0,,0,3,66.7,BYU,1,D03,35,12,1,1,1,2028,0,26,4,2,0,0,25,0,0,0,32.4,0,0,0,0,BYU,1,0,1,0,2,6,75,44,2,74.4,0,128,35,9,0,0,70.1,9,0,0,70.3,17,0,0,48.9
72769,Lavario Wiley,CB,1,0,,0,0,100,UNLV,3,D17,22,0,0,0,1,2025,0,77.9,8,1,0,0,15,0,0,0,46.3,22,0,0,0,UNLV,0,0,0,0,8,0,0,63.9,8,73.6,0,325,22,0,0,0,100,7,0,0,,0,0,0,68.6
72821,Keith Conley Jr.,ED,0,0,,0,0,,UNLV,0,D99,0,0,0,9,1,2026,11,,0,0,0,0,0,1,0,0,55.3,0,0,0,0,UNLV,0,0,0,0,,0,,43.1,,73.4,0,325,11,0,3,0,0,2,0,0,55.1,0,0,7,
73389,Marco Notarainni,LB,0,0,,0,0,,BOISE ST,2,D53,37,37,1,6,1,2026,0,79.9,0,0,0,0,7,0,0,0,43.7,0,0,0,0,BOISE ST,2,0,1,0,,0,0,57,,76.1,0,120,37,0,0,0,0,24,0,2,64.1,0,0,0,72.5
74498,Treven Ma'ae,DI,0,0,2025,0,0,,BAYLOR,2,D09,0,0,0,28,1,2025,52,76.4,0,0,0,0,0,21,2,0,67.9,0,0,0,0,BAYLOR,2,0,0,0,,0,0,69.8,,75.7,0,118,52,0,16,0,0,24,1,3,56.6,0,0,13,64.6
75263,Silas Walters,S,2,0,2026,0,1,100,MIAMI OH,4,D29,70,14,0,0,1,2026,0,73.7,21,2,0,0,38,0,0,1,59.9,2,0,0,0,MIAMI OH,1,0,0,0,12,18,12.5,64.3,10.5,78.5,0,221,70,0,0,0,110.4,32,0,3,,36,0,0,65.5
76792,Dennis Briggs Jr.,DI,0,0,,0,0,,ILLINOIS,0,D06,0,0,1,18,1,2025,29,72.9,0,0,2,0,0,14,0,0,67.7,0,0,0,0,ILLINOIS,1,0,3,0,,0,0,74.8,,74,0,187,29,0,15,0,0,11,0,1,72.3,0,0,0,
76813,Antonio Colclough,ED,0,0,,0,1,,BUFFALO,0,D06,3,3,0,16,1,2025,27,23.1,0,0,1,0,1,13,0,0,63.9,0,0,0,0,BUFFALO,0,0,1,0,,0,100,54.1,,75.8,0,126,30,0,6,0,0,13,0,0,47.1,0,0,8,60
77252,Daniel Bolden,LB,1,0,,0,1,0,TOLEDO,2,D31,73,66,1,8,1,2025,2,81.1,0,0,1,0,21,0,0,0,64.6,3,0,0,0,TOLEDO,1,0,2,0,,4,16.7,66.7,,76.1,0,316,75,0,0,0,39.6,46,0,3,61.5,0,0,2,65.7
77680,Jace Ruder,LB,0,0,,0,0,,N TEXAS,0,D03,10,7,0,7,1,2025,7,,0,0,0,0,4,0,0,0,61.4,0,0,0,0,N TEXAS,0,0,0,0,,3,,59.6,,74,0,251,17,0,0,0,0,6,0,0,55.1,0,0,7,61.8
78134,Tory Spears,S,1,0,,0,0,100,TEXAS ST,0,D12,9,1,0,0,1,2025,0,,57,1,0,0,7,0,0,0,60,0,0,0,0,TEXAS ST,0,0,0,0,57,0,,41.4,57,70.8,0,314,9,34,0,0,118.8,2,0,0,,8,0,0,37.2
78169,DaShon Bussell,CB,1,0,,0,0,100,W MICHIGAN,1,D00,27,1,0,0,1,2025,0,73.5,45,1,0,0,15,0,0,0,65.3,26,0,0,0,W MICHIGAN,0,0,0,0,45,0,0,59.2,45,73.8,0,347,27,4,0,0,158.3,12,0,0,,0,1,0,57.1
78999,Marque Collins,CB,1,0,,0,0,0,BYU,1,D02,30,0,0,0,1,2026,0,76.2,0,0,0,0,25,0,0,0,60,29,0,1,0,BYU,1,0,0,0,,1,0,76.6,,0,0,128,30,0,0,1,39.6,5,0,1,,0,0,0,80.7
81249,Jayden McDonald,LB,1,0,,0,1,100,UCONN,8,D10,40,35,0,7,1,2025,3,65.9,8,1,0,0,13,0,0,0,52.8,0,1,0,0,UCONN,8,0,1,0,8,5,10,64.3,8,75.6,0,146,43,2,0,0,100,23,2,1,67.9,0,0,3,71.7
82212,Jermayne Lole,DI,0,0,,0,0,,TEXAS,1,D99,0,0,0,26,1,2025,54,73.9,0,0,0,0,0,12,10,0,70.2,0,0,0,0,TEXAS,0,0,0,0,,0,0,67,,76.7,0,311,54,0,32,0,0,28,0,2,57.4,0,0,0,
82281,Ezekiel Holmes,DI,0,0,,1,0,,ILLINOIS,1,D33,0,0,0,6,1,2025,15,71.3,0,0,1,0,0,9,0,0,67.4,0,0,0,0,ILLINOIS,0,0,1,0,,0,0,93.6,,72.4,0,187,15,0,5,0,0,9,0,0,63.7,0,0,1,64.2
82408,Maurice Strong Jr.,DI,0,0,,0,0,,S ALABAMA,0,D55,0,0,0,9,1,2025,23,,0,0,0,0,0,4,0,0,39.6,0,1,0,0,S ALABAMA,0,0,1,0,,0,,43.4,,73.3,0,288,23,0,18,0,0,14,0,0,62.3,0,0,1,
82560,Raymond Scott,LB,0,0,,0,0,,JAMES MAD,1,D01,10,9,0,2,1,2025,1,74.3,0,0,0,0,4,0,0,0,67.3,0,0,0,0,JAMES MAD,1,0,0,0,,1,0,66.7,,70.8,0,197,11,0,0,0,0,5,1,0,57.2,0,0,1,61.7
83197,Dustin Johnson,S,1,0,,0,0,0,OHIO,5,D06,48,6,0,1,1,2025,0,87.2,0,0,0,0,27,0,0,0,78.8,0,0,1,0,OHIO,1,0,0,0,,10,0,62,,77,0,259,48,0,0,0,39.6,20,0,5,60,32,0,0,53.3
83314,Jarvis Ware,CB,7,0,,0,1,28.6,UNLV,1,D13,71,4,0,3,1,2025,0,78.2,15,2,0,0,46,0,0,0,57.4,53,0,0,0,UNLV,0,0,0,0,12,4,33.3,67.4,7.5,77.6,0,325,71,20,0,1,39.6,22,0,1,54.1,10,0,0,69.5
83315,Chris Mills,CB,4,0,,0,0,50,TEXAS ST,3,D07,57,0,0,0,1,2025,0,78.7,30,2,0,0,41,0,0,0,62.6,54,0,1,0,TEXAS ST,0,0,0,0,22,3,0,57.4,15,77.3,0,314,57,0,0,1,75,16,0,0,,0,0,0,56.7
83838,Armani-Eli Adams,S,0,0,,0,0,,W MICHIGAN,1,D30,2,2,0,0,1,2025,0,73.1,0,0,0,0,1,0,0,0,61.5,0,0,0,0,W MICHIGAN,0,0,0,0,,0,0,65.1,,63.4,0,347,2,0,0,0,0,1,0,0,,0,0,0,60
85774,Gracen Halton,DI,0,0,2026,0,0,,OKLAHOMA,0,D56,1,1,0,7,1,2026,23,69.7,0,0,1,0,0,1,3,0,70.8,0,0,0,0,OKLAHOMA,0,0,1,0,,0,0,72.1,,74.4,0,261,24,0,17,0,0,17,0,1,63.2,0,0,2,
86082,Jacob Bandes,DI,0,0,,0,0,,WASHINGTON,5,D55,0,0,0,19,1,2025,43,75.5,0,0,1,0,0,2,19,0,74.8,0,1,0,0,WASHINGTON,4,0,2,0,,0,0,77.5,,76.9,0,340,43,0,22,0,0,24,0,0,70,0,0,0,
86168,Jairus Satele,DI,0,0,,0,1,,FRESNO ST,0,D56,0,0,1,17,1,2028,35,25.9,0,0,0,0,0,6,0,0,65.8,0,0,0,0,FRESNO ST,1,0,1,0,,0,50,65.2,,74.3,0,169,35,0,29,0,0,18,0,1,60.3,0,0,0,
86353,Byron Cardwell Jr.,HB,0,0,,0,0,,CAL,0,21,1,0,0,1,1,2027,0,,0,0,0,0,0,0,0,0,,0,0,0,0,CAL,0,0,0,0,,0,,60,,60,0,130,1,0,0,0,0,0,0,0,60,0,0,0,
86527,Rodney Robinson,S,1,0,,0,1,100,BOISE ST,1,D04,16,3,0,2,1,2025,1,27,8,1,0,0,10,0,0,0,50.2,0,0,0,0,BOISE ST,0,0,0,0,8,9,50,56.8,8,72.5,0,120,17,5,0,0,100,5,0,0,56.8,4,0,1,63.8
86729,Ozzie Nicholas,LB,2,0,,0,2,50,DUKE,4,D45,57,56,0,3,1,2025,0,53.1,30,1,0,0,36,0,0,0,64.5,1,0,0,0,DUKE,2,0,0,0,30,0,15.4,62.2,30,75.6,0,154,57,9,0,0,95.8,18,0,7,56,0,0,0,61
86877,Ceyair Wright,CB,6,0,2026,0,1,66.7,NEBRASKA,3,D15,64,6,0,1,1,2026,0,46.5,42,4,0,0,45,0,0,0,70.4,57,0,0,0,NEBRASKA,1,0,0,0,15,1,25,67.8,10.5,76.6,0,238,64,12,0,1,86.8,18,0,0,60,0,0,0,66.4
