playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense
43872,Mason White,CB,1,0,,0,0,100,OREGON ST,1,D01,24,1,0,0,1,2026,0,72.5,8,1,54.8,0,0,6,0,0,0,63.3,6,0,0,0,OREGON ST,0,0,0,0,8,15,0,57.7,8,74.3,0,265,24,4,0,0,100,18,0,0,1,0,0,
52925,Zaid Hamdan,DI,0,0,,0,0,,KENT STATE,2,D57,0,0,0,21,1,2025,37,73.4,0,0,60,0,0,0,10,1,0,67.9,0,0,0,0,KENT STATE,0,0,0,0,,0,0,67.3,,75.4,0,201,37,0,26,0,0,16,0,1,0,0,0,60.5
53549,DeShawn Pace,LB,1,0,,0,4,100,UCF,2,D03,49,43,0,5,1,2025,7,21.2,9,1,59.8,0,0,23,0,0,0,44.2,0,1,0,0,UCF,2,0,1,0,9,5,57.1,50.8,9,75.5,0,323,56,2,0,0,104.2,28,0,1,1,0,7,61.8
53572,Eric Phillips,ED,0,0,,0,0,,CINCINNATI,1,D97,0,0,0,18,1,2025,34,73.6,0,0,,4,0,0,5,0,0,62.5,0,0,0,0,CINCINNATI,1,0,4,0,,0,0,65.1,,77,0,138,34,0,0,0,0,16,0,1,0,0,29,64
54193,Jaheim Thomas,LB,2,0,2026,0,0,50,WISCONSIN,6,D07,33,33,0,6,1,2025,7,81.4,1,1,62.3,0,0,14,0,0,0,84.4,0,0,0,0,WISCONSIN,3,0,0,0,1,0,0,75.5,1,76,0,349,40,4,0,0,56.3,20,0,1,0,0,7,55.3
54240,Cheikhsaliou Fall,ED,0,0,,0,0,,CAL,2,D17,0,0,0,15,1,2025,21,73.8,0,0,,0,0,0,9,0,0,58.9,0,0,0,1,CAL,1,0,0,0,,0,0,58.8,,74.8,0,130,21,0,0,0,0,6,0,0,0,0,12,59
62277,Jaiden Cameron,ED,0,0,,0,0,,NWESTERN,0,D53,0,0,0,8,1,2025,12,,0,0,60,1,0,1,1,0,0,54,0,0,0,0,NWESTERN,0,0,1,0,,0,,50.7,,73.1,0,256,12,0,0,0,0,3,0,0,0,0,11,63.1
62724,Barry Brown,LB,1,0,,0,1,100,COAST CAR,3,D35,22,22,0,1,1,2025,1,60.2,4,1,61.2,0,0,10,0,0,0,55,0,0,0,0,COAST CAR,1,0,0,0,4,0,16.7,57.3,4,74,0,141,23,6,0,0,83.3,12,0,2,0,0,1,59.2
63872,Kam Butler,ED,0,0,,0,0,,VIRGINIA,3,D82,2,2,0,27,1,2025,49,75.2,0,0,,3,0,0,4,0,0,54.9,0,0,0,0,VIRGINIA,2,0,3,0,,0,0,63.7,,78.1,0,335,51,0,3,0,0,24,0,0,0,0,42,70.1
64470,Will Whitson,DI,0,0,,0,0,,COAST CAR,3,D44,0,0,1,28,1,2028,47,76.8,0,0,60,1,0,0,13,0,0,65,0,1,0,0,COAST CAR,3,0,3,0,,0,0,72.5,,76,0,141,47,0,34,0,0,19,0,2,0,0,0,72.8
