playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,gradesPassRushDefense,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesCoverageDefense
52925,Zaid Hamdan,DI,0,0,,0,0,,KENT STATE,1,D57,0,0,0,21,1,2025,32,69.7,0,0,0,0,0,6,1,0,65.2,0,0,1,0,KENT STATE,1,1,0,0,,0,0,56.8,,0,0,201,32,0,25,0,0,11,0,0,59.2,0,0,0,
53549,DeShawn Pace,LB,2,0,,0,0,50,UCF,4,D03,30,26,0,3,1,2025,1,81.2,9,1,0,1,15,0,0,0,82.6,0,0,0,0,UCF,3,0,0,0,9,4,0,92.2,9,73.3,0,323,31,10,0,0,22.9,13,0,1,87.7,0,0,1,84.9
53572,Eric Phillips,ED,0,0,,0,0,,CINCINNATI,0,D97,0,0,1,25,1,2025,44,72.2,0,0,1,0,0,10,1,0,61.2,0,2,0,0,CINCINNATI,1,0,4,0,,0,,70.7,,78,0,138,44,0,4,0,0,19,0,0,73,0,0,29,
54193,Jaheim Thomas,LB,1,0,2026,0,0,100,WISCONSIN,5,D07,35,33,0,8,1,2025,8,82.5,15,1,1,0,13,0,0,0,74.9,1,0,0,0,WISCONSIN,3,0,1,0,15,0,0,74.3,15,75.2,0,349,43,5,0,0,118.8,22,0,3,66.3,0,0,8,63.3
54240,Cheikhsaliou Fall,ED,0,0,,0,1,,CAL,2,D17,0,0,0,14,1,2025,24,29.6,0,0,0,0,1,7,0,0,65.4,0,1,0,0,CAL,2,0,1,0,,0,33.3,68.3,,76.1,0,130,24,0,0,0,0,9,1,0,65.2,0,0,17,60
62277,Jaiden Cameron,ED,0,0,,0,0,,NWESTERN,0,D53,0,0,0,5,1,2025,9,71.5,0,0,0,0,0,1,0,0,61.9,0,0,0,1,NWESTERN,0,0,0,0,,0,0,65.9,,72.4,0,256,9,0,0,0,0,4,0,1,64.1,0,0,8,
62494,Alex Howard,LB,2,0,,0,2,100,DUKE,3,D03,39,34,2,3,1,2025,1,58.5,13,2,0,0,18,0,0,0,80.6,0,0,0,0,DUKE,4,0,2,0,9,5,33.3,77.5,6.5,74.9,0,154,40,5,0,0,93.8,19,1,1,77.3,0,0,1,60
62724,Barry Brown,LB,1,0,,0,0,100,COAST CAR,2,D35,29,28,0,6,1,2025,2,79.4,17,1,0,0,10,0,0,0,71.6,0,0,1,0,COAST CAR,1,0,0,0,17,1,0,63.6,17,75.2,0,141,31,6,0,0,118.8,15,0,2,62.2,0,0,2,52.2
63872,Kam Butler,ED,0,0,,1,1,,VIRGINIA,3,D82,1,1,0,14,1,2025,32,50,0,0,3,0,4,1,0,0,54.6,0,0,0,1,VIRGINIA,1,0,3,0,,0,25,64.6,,76.7,0,335,33,0,1,0,0,15,0,0,56.4,0,0,30,64.9
64470,Will Whitson,DI,0,0,,1,0,,COAST CAR,2,D44,0,0,1,24,1,2028,44,74.8,0,0,2,0,0,8,0,0,71.8,0,0,0,0,COAST CAR,2,0,3,0,,0,0,87.9,,75.3,0,141,44,0,35,0,0,20,1,1,89.9,0,0,1,
