playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense
43872,Mason White,S,1,0,,0,0,100,OREGON ST,1,D01,16,5,0,0,1,2026,0,76.2,6,1,77.8,0,0,11,0,0,0,60.9,0,0,0,0,OREGON ST,1,0,0,0,6,5,0,76.2,6,73.5,0,265,16,2,0,1,91.7,5,0,0,6,0,0,
62235,Shaun Myers,LB,0,0,,0,1,,COLORADO,7,D40,54,47,0,6,1,2027,1,63.7,0,0,58.2,2,0,16,0,0,0,79.2,0,0,0,0,COLORADO,5,0,2,0,,7,11.1,70.7,,75,0,143,55,0,0,0,0,33,1,1,0,0,1,54.6
70521,Mister Williams,LB,2,0,,0,0,50,S DIEGO ST,3,D41,57,41,0,6,1,2026,4,82.3,14,1,57,1,0,28,0,0,0,43,0,0,0,0,S DIEGO ST,1,0,1,0,14,16,0,48.4,14,77.6,0,284,61,3,0,0,72.9,27,0,1,0,0,4,53.7
70877,Calvin Pitcher,LB,2,0,,0,2,100,UAB,1,D06,18,16,0,2,1,2026,4,28.2,9,2,49.7,0,0,5,0,0,0,53.6,0,0,0,0,UAB,1,0,0,0,8,2,50,47.8,4.5,73.5,0,321,22,15,0,0,85.4,15,0,1,0,0,4,59.6
71370,Domani Jackson,CB,0,0,2026,0,0,,ALABAMA,0,D01,11,1,0,0,1,2026,0,,0,0,63.7,0,0,8,0,0,0,60,10,0,0,0,ALABAMA,0,0,0,0,,0,,64.2,,70.9,0,103,11,0,0,0,0,3,0,0,0,0,0,
71398,Keanu Tanuvasa,DI,0,0,,0,1,,BYU,1,D57,0,0,0,32,1,2027,64,43.3,0,0,,0,0,0,0,20,0,63.1,0,0,0,0,BYU,1,0,0,0,,0,25,61.3,,77.8,0,128,64,0,44,0,0,32,0,2,0,0,0,56.8
72318,Solomone Langi,DI,0,0,,0,0,,S JOSE ST,3,D51,0,0,0,2,1,2028,18,74.3,0,0,,0,0,0,0,5,0,67.6,0,1,0,0,S JOSE ST,3,0,1,0,,0,0,71.6,,73.4,0,285,18,0,13,0,0,16,0,1,0,0,0,62
72338,Raider Damuni,S,2,0,,0,2,0,BYU,4,D03,42,21,0,0,1,2028,0,53.9,0,0,79.2,0,0,22,0,0,0,61.7,0,0,0,0,BYU,2,0,0,0,,11,25,75.2,,74.3,0,128,42,0,0,1,39.6,20,0,2,10,0,0,
72388,Justin Flowe,LB,1,0,,0,0,100,UNLV,1,D36,14,12,0,4,1,2027,0,76.5,3,1,72.9,1,0,8,0,0,0,60,0,0,0,0,UNLV,1,0,1,0,3,1,0,59.4,3,71.7,0,325,14,0,0,0,79.2,2,0,1,0,0,0,54.4
74258,Justin Sinclair,S,0,0,,0,0,,HAWAII,2,D21,21,8,0,0,1,2026,0,76.8,0,0,65.3,0,0,11,0,0,0,67.5,0,0,0,0,HAWAII,1,0,0,0,,2,0,68.6,,73,0,180,21,0,0,0,0,10,0,0,11,0,0,
