playerId,player,position,targets,interceptionTouchdowns,draftSeason,forcedFumbles,missedTackles,catchRate,teamName,tackles,jerseyNumber,snapCountsOffball,snapCountsBox,sacks,snapCountsPassRush,playerGameCount,eligibleSeason,snapCountsDl,gradesTackle,yards,receptions,gradesCoverageDefense,hurries,interceptions,snapCountsCoverage,snapCountsDlOverT,snapCountsDlAGap,fumbleRecoveries,gradesRunDefense,snapCountsCorner,hits,penalties,battedPasses,team,stops,declinedPenalties,totalPressures,fumbleRecoveryTouchdowns,longest,snapCountsSlot,missedTackleRate,gradesDefense,yardsPerReception,gradesDefensePenalty,safeties,franchiseId,snapCountsDefense,yardsAfterCatch,snapCountsDlBGap,passBreakUps,qbRatingAgainst,snapCountsRunDefense,tacklesForLoss,assists,snapCountsFs,touchdowns,snapCountsDlOutsideT,gradesPassRushDefense
43872,Mason White,CB,2,0,,0,0,50,OREGON ST,1,D01,8,1,0,0,1,2026,0,75.1,5,1,65.4,0,0,6,0,0,0,60,3,0,0,0,OREGON ST,0,0,0,0,5,4,0,66.2,5,70.7,0,265,8,-1,0,0,56.3,2,0,0,0,0,0,
52348,Noah Taylor,LB,0,0,,0,0,,NWESTERN,1,D38,4,4,0,0,1,2026,0,73.2,0,0,60,0,0,1,0,0,0,56.2,0,0,0,0,NWESTERN,1,0,0,0,,0,0,55.6,,65.1,0,256,4,0,0,0,0,3,0,0,0,0,0,
52925,Zaid Hamdan,DI,0,0,,0,0,,KENT STATE,1,D57,0,0,0,15,1,2025,29,69.7,0,0,,0,0,0,4,4,0,59.4,0,0,0,0,KENT STATE,1,0,0,0,,0,0,56.5,,74.6,0,201,29,0,21,0,0,14,0,0,0,0,0,54.2
53549,DeShawn Pace,LB,0,0,,0,1,,UCF,3,D03,65,15,0,6,1,2025,8,58.7,0,0,66.9,1,0,23,0,0,0,70.4,0,0,0,0,UCF,1,0,1,0,,48,25,68.6,,79.6,0,323,73,0,0,0,0,44,0,0,1,0,8,55.7
53572,Eric Phillips,ED,0,0,,0,0,,CINCINNATI,2,D97,0,0,0,24,1,2025,48,73.7,0,0,,2,0,0,14,0,0,52.8,0,1,1,0,CINCINNATI,2,0,3,0,,0,0,50,,0,0,138,48,0,2,0,0,24,0,0,0,0,32,59
54193,Jaheim Thomas,LB,2,0,2026,0,1,100,WISCONSIN,7,D07,49,48,0,4,1,2025,1,67.4,9,2,65.7,2,0,19,0,0,0,56.5,1,0,0,0,WISCONSIN,4,0,2,0,5,0,10,64.4,4.5,75.4,0,349,50,15,0,0,85.4,27,1,2,0,0,1,73.8
54240,Cheikhsaliou Fall,ED,0,0,,0,0,,CAL,1,D17,0,0,0,15,1,2025,26,75.2,0,0,,1,0,0,8,0,0,66.2,0,0,0,0,CAL,1,0,1,0,,0,0,60.7,,76.3,0,130,26,0,0,0,0,11,1,1,0,0,18,53.4
55516,Malik Denkins,ED,0,0,,0,0,,C MICHIGAN,0,D81,0,0,0,0,1,2027,10,71.5,0,0,,0,0,0,0,0,0,60.8,0,0,0,0,C MICHIGAN,0,0,0,0,,0,0,61.3,,72.5,0,134,10,0,1,0,0,10,0,1,0,0,9,
62277,Jaiden Cameron,ED,0,0,,0,0,,NWESTERN,0,D53,0,0,0,2,1,2025,8,71.3,0,0,,0,0,0,3,0,0,70.1,0,0,0,0,NWESTERN,0,0,0,0,,0,0,71.3,,70.5,0,256,8,0,0,0,0,6,0,1,0,0,5,58.5
62494,Alex Howard,LB,3,0,,0,1,66.7,DUKE,5,D03,51,47,0,3,1,2025,7,70.1,20,2,65.5,1,0,19,0,0,0,59,0,0,1,0,DUKE,3,0,1,0,16,4,12.5,55.6,10,0,0,154,58,19,0,0,85.4,36,0,2,0,0,7,47.3
63872,Kam Butler,ED,1,0,,0,1,100,VIRGINIA,2,D82,0,0,0,29,1,2025,63,50,25,1,50.7,1,0,4,6,0,0,73.2,0,2,0,0,VIRGINIA,2,0,3,0,25,0,25,63.7,25,78.6,0,335,63,26,11,0,118.8,30,0,1,0,0,46,63.8
